v001;v000;v002;v003;v004;v005;v007;v008;v009;V009exp;v010;v011;v011implica;v012;v012 empleados;v013;v013 socios ;v014;v015;v016;v017;v018;v019;v020;v021;v022;v023;v024;v025;v026;v027;v028;v029;v030;v031;v032;v033;v034;v035;v036;v037;v038;v039;v040;v041;v042;v043;v044;v045;v046;v047;v048;v049;v050;v051;v052;v053;v054;v055;v056;v057;v058;v059;v060;v061;v062;v063;v064;v065;v066;v067;v068;v069;v070;v071;v072;v073_N;v074;v075_N;v076;v077;v078_N;v079_N;v080;v081;v082_N;v083_N;v084;v085;v086;v087_N;v088;v089_N;v090;V091_N;v092;v093;v094;v095;v096;v097;v098;v099;v100_N;v101;v102;v103;v104;v105;v0106;v107;v108;v109;v110_N;v111_N;v112;v113;v114_N;v115;v116_N;v117;v118;v119;v120;v121;v122;v123;v124;v125;v126;v127;v128;v129;v130;v131;v132
1;49;1967;3;3;3;1;0;16;2;0;6;1;4;1;2;2;4;5;4;5;4;5;4;5;6;7;4;7;3;3;3;4;1;4;1;6;4;6;2;4;2;2;2;3;2;2;2;4;1;1;1;2;3;6;3;5;2;2;5;3;4;2;2;5;3;2;2;2;4;4;6;3;5;2;-1;5;4;4;3;6;4;3;5;3;3;5;3;3;6;5;5;2;5;3;5;2;4;6;1;2;6;4;2;6;5;5;6;5;2;7;4;4;6;2;3;6;2;2;6;5;4;4;4;6;6;6;4;6;6;6;1;1;1;1;1
1;51;1980;1;0;6;1;0;6;2;0;15;2;10;2;1;2;6;6;5;5;6;6;6;6;6;6;7;5;3;2;1;6;6;4;1;7;2;2;1;1;4;7;1;1;1;1;6;7;2;2;1;1;1;2;2;5;1;1;7;1;7;1;1;6;1;2;1;2;7;7;7;2;6;2;7;6;7;6;1;7;2;7;6;2;4;7;1;2;6;6;6;7;6;2;6;1;4;5;3;3;6;2;2;6;6;6;6;6;1;6;1;6;7;1;1;7;1;1;7;6;-1;6;6;7;7;7;6;6;6;5;1;1;1;1;1
1;52;1956;3;0;3;1;0;36;2;1;11;2;49;2;1;2;5;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;7;6;6;7;6;6;6;6;6;6;6;6;6;7;5;6;6;5;5;6;4;4;4;4;3;6;5;5;3;4;4;4;4;6;4;5;4;6;4;5;4;4;-1;3;5;4;6;6;6;5;4;4;4;3;5;5;6;2;5;5;4;4;5;6;6;5;5;4;4;5;6;6;7;5;6;6;5;6;6;5;5;3;5;4;4;6;6;6;5;5;5;7;7;7;4;4;5;5;1;1;1;1;1
1;54;1978;3;0;3;1;0;14;2;1;16;2;10;2;4;2;5;6;5;7;5;5;6;7;6;7;7;7;7;6;5;5;5;6;6;7;7;7;5;3;6;7;6;6;5;6;4;5;5;5;5;5;3;6;3;5;2;2;5;3;4;2;2;5;3;3;2;2;4;4;6;3;5;2;6;5;4;4;3;6;4;3;5;3;5;5;3;3;6;5;6;5;6;2;7;5;3;5;2;4;6;2;2;4;6;6;5;5;2;7;3;3;7;2;7;7;1;2;6;6;7;7;7;6;7;7;6;7;7;7;1;1;1;1;1
1;55;1955;3;1;3;0;1;30;2;0;8;1;1;1;0;1;6;6;1;1;6;6;4;4;5;5;1;7;7;7;4;1;1;7;7;7;7;1;7;7;5;4;1;2;5;5;7;5;6;1;7;1;1;1;1;7;1;1;7;1;7;1;1;7;1;1;1;1;5;7;7;1;6;1;7;3;6;2;1;7;7;2;7;4;7;7;3;6;6;2;1;7;3;1;7;1;1;4;1;1;7;1;5;6;1;1;7;4;1;7;4;1;5;1;7;7;3;7;5;7;6;7;7;7;6;6;7;6;5;7;1;1;1;1;1
1;56;1973;3;2;5;0;1;6;2;0;12;2;4;1;2;2;4;6;5;6;3;3;6;6;6;6;5;5;5;5;2;6;5;6;4;6;6;5;5;4;6;6;4;4;5;2;5;6;6;4;4;4;6;6;7;6;4;5;5;5;6;4;5;5;3;3;6;5;5;6;6;5;6;3;3;5;5;6;5;6;6;3;5;4;6;4;-1;4;5;2;4;5;6;4;5;6;5;4;3;6;4;2;3;6;6;4;6;6;4;5;6;5;6;4;2;5;2;2;4;2;4;6;6;2;4;5;4;3;4;5;6;6;6;5;5
1;57;1971;3;3;3;1;0;9;2;0;10;2;4;1;0;1;4;4;4;4;4;4;5;4;5;5;4;6;6;6;5;6;6;7;5;7;6;5;4;2;6;6;3;3;5;4;6;5;4;5;5;5;5;5;3;5;1;2;6;3;6;2;1;6;1;5;1;2;6;4;7;1;6;3;5;7;6;6;1;7;6;7;6;6;5;6;1;1;6;5;6;7;4;1;6;5;3;6;6;1;6;2;2;5;5;6;6;5;1;6;6;5;3;5;5;6;2;2;6;4;6;6;3;6;4;4;3;6;5;6;3;2;1;1;1
1;67;1959;3;2;6;1;0;30;2;1;9;2;31;2;2;2;4;6;3;6;3;5;3;6;6;6;4;3;7;5;3;5;5;5;2;7;5;5;7;5;5;5;6;7;6;1;3;2;2;2;1;6;4;2;2;5;2;2;6;4;4;2;3;5;2;3;2;6;5;5;4;3;6;2;-1;5;6;4;2;6;6;6;4;3;4;6;2;4;6;7;5;6;4;2;5;4;6;4;2;4;6;4;2;4;6;5;6;6;2;5;4;5;5;3;1;6;1;2;4;4;4;2;3;4;5;5;3;4;4;4;4;4;6;3;3
1;68;1962;3;1;4;0;5;30;2;0;8;1;10;2;1;2;5;3;3;5;3;5;3;3;5;3;3;5;6;6;6;6;6;5;5;5;5;7;5;3;5;5;7;5;5;5;3;3;3;5;3;5;5;5;3;5;3;3;4;5;5;3;3;5;3;3;2;3;5;5;5;3;5;3;5;5;5;3;3;5;5;5;5;5;3;5;3;5;5;5;5;3;5;3;5;5;5;3;5;5;5;3;5;3;5;5;5;5;3;5;5;5;3;6;3;3;3;5;3;3;-1;5;3;5;5;5;3;3;3;3;3;3;3;3;3
1;69;1971;2;1;6;1;0;1;1;0;9;2;5;2;1;2;5;5;5;5;3;4;4;4;6;6;5;5;5;4;1;4;6;5;7;7;6;5;3;4;5;3;4;5;6;4;7;5;3;5;4;7;3;5;4;5;6;4;5;3;5;4;3;5;4;5;6;5;6;5;4;5;6;7;5;3;6;1;5;3;4;3;6;5;3;5;4;3;5;1;4;4;5;6;4;7;5;3;4;6;5;3;3;6;3;4;5;7;5;2;7;5;4;2;4;5;4;2;4;5;6;3;5;2;6;4;2;3;5;7;2;4;3;4;6
1;72;1965;3;2;6;1;0;12;2;0;11;2;5;2;2;2;5;4;5;5;4;3;4;4;4;4;4;1;4;7;4;7;6;5;4;6;1;4;4;3;6;7;4;6;6;6;7;6;6;6;6;4;7;7;6;4;1;3;4;5;2;2;3;1;3;2;1;2;4;6;6;4;4;1;2;5;5;4;3;4;6;6;5;4;6;4;1;3;4;5;4;4;4;4;3;6;5;6;2;6;4;3;4;1;2;4;6;4;5;4;6;6;6;4;6;5;3;4;3;6;6;4;6;6;5;6;7;7;4;7;1;1;1;1;1
1;74;1971;1;0;5;0;-1;15;2;0;8;1;250;2;-1;-1;7;7;6;7;7;6;6;6;6;6;6;6;5;2;3;6;6;5;4;6;6;4;4;2;5;6;3;4;6;1;2;4;3;1;4;6;5;2;2;7;2;2;6;3;6;2;2;6;2;3;1;2;6;6;7;5;5;1;6;3;6;6;2;4;7;6;6;2;3;6;1;1;7;3;6;6;6;2;6;5;6;6;4;4;7;5;2;6;6;6;6;6;1;6;6;5;5;2;2;7;1;2;6;6;5;5;5;6;6;6;6;6;6;6;2;1;1;1;1
1;75;1951;3;0;4;1;0;30;2;0;10;2;90;2;0;1;5;5;5;5;5;6;6;6;6;6;6;5;4;5;6;5;4;5;6;5;5;5;5;5;5;4;5;5;5;4;6;5;6;6;5;5;4;4;5;4;3;4;3;3;4;5;4;3;4;4;3;5;5;4;4;3;4;5;6;2;3;4;5;6;2;5;6;5;3;1;2;4;5;6;4;2;5;3;6;4;4;5;3;3;4;3;4;5;6;4;5;4;5;6;6;5;5;4;4;4;2;4;3;6;6;6;7;5;4;5;4;5;4;5;3;4;3;5;5
1;76;1960;3;3;3;0;3;28;2;0;14;2;3;1;0;1;4;5;5;5;5;5;4;5;5;4;5;6;7;5;5;6;7;6;4;6;4;4;7;4;4;-1;6;6;5;5;4;6;4;5;4;4;2;4;3;5;1;1;7;1;5;3;5;7;6;2;1;6;7;7;-1;5;6;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5;6;6;4;1;6;7;1;-1;-1;7;7;7;7;7;7;7;6;6;6;6;1;1;1;1;1
1;80;1969;3;2;5;1;-1;12;2;1;11;2;6;2;3;2;5;6;5;6;5;5;5;6;5;6;5;3;4;6;5;6;5;5;5;5;3;2;3;5;2;3;4;6;4;1;3;3;3;1;1;2;4;3;2;5;4;1;7;3;4;4;1;4;1;4;2;1;6;5;7;2;6;2;4;4;6;6;1;7;1;7;5;1;2;6;2;1;2;6;5;6;6;1;6;2;4;5;5;6;5;1;2;4;4;5;6;6;1;6;2;5;6;2;2;6;2;2;2;5;5;6;5;5;5;5;4;4;5;5;2;2;1;1;1
1;81;1965;3;3;3;1;-1;11;2;0;8;1;2;1;0;1;5;5;6;6;6;6;5;6;5;5;6;7;1;1;1;1;1;1;1;5;6;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;4;1;1;6;1;6;1;1;7;1;1;1;1;4;6;6;1;5;1;6;7;7;6;1;6;6;7;6;1;1;7;1;1;7;7;6;7;3;1;7;2;6;6;1;1;6;1;2;7;6;6;6;6;1;6;2;4;7;1;2;7;1;3;7;6;6;6;6;7;6;6;7;7;6;6;1;1;1;1;1
1;83;1958;3;2;3;1;-1;5;2;0;2;1;0;1;0;1;-1;-1;4;4;-1;4;4;4;4;4;4;7;1;3;3;3;2;2;2;2;3;2;2;6;-1;2;2;2;6;2;6;2;6;2;7;7;2;2;3;7;7;7;7;7;-1;4;3;1;1;1;7;1;7;7;7;1;1;3;2;4;6;7;1;1;1;4;1;1;3;1;1;5;6;3;7;2;7;1;7;4;7;3;3;4;7;4;7;7;1;7;6;6;1;7;5;7;2;3;7;7;3;7;6;7;7;7;7;7;6;7;5;6;5;2;1;1;1;1;7
1;84;1955;3;-1;4;1;-1;20;2;1;12;2;9;2;-1;-1;4;3;2;2;1;2;2;3;2;3;2;6;6;6;7;7;7;6;7;7;7;6;7;6;6;7;7;7;7;7;7;6;7;6;6;5;7;7;6;6;4;6;4;7;6;6;6;6;5;7;7;6;4;4;6;7;6;4;1;4;5;2;5;5;6;6;6;5;5;5;6;5;5;2;5;3;3;5;4;6;6;5;5;4;6;6;4;5;6;5;7;6;5;4;5;5;5;3;5;6;6;7;7;5;5;6;6;5;5;5;5;6;6;5;5;-1;2;4;5
1;87;1969;3;2;4;1;-1;35;2;0;10;2;7;2;-1;-1;4;4;3;4;3;3;4;4;3;3;3;4;5;3;4;4;2;2;2;2;3;3;2;1;2;4;2;1;1;1;4;3;2;3;3;1;2;2;2;4;1;1;4;1;5;2;4;4;1;1;1;1;5;5;5;2;2;1;6;4;4;6;2;6;2;6;5;3;7;7;1;1;6;4;5;4;3;2;6;2;4;5;4;7;5;3;4;7;6;5;4;6;2;4;2;2;7;2;2;4;1;2;7;2;5;6;6;7;6;6;4;6;5;5;1;1;1;1;1
1;89;1946;3;0;4;0;2;15;2;0;7;1;6;2;2;2;6;6;6;7;6;7;7;7;6;6;7;6;6;2;5;5;3;6;5;6;6;5;6;5;5;5;-1;6;6;6;6;5;7;6;6;6;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;5;5;7;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;3;6;6;5;5;5;5;5;4;4;4;4;1;1;1;1;1
1;90;1965;2;0;4;1;-1;4;2;1;4;1;4;1;0;1;6;7;6;7;6;7;6;6;7;6;7;4;6;6;6;5;5;6;7;7;5;6;5;4;1;5;5;6;7;6;7;5;6;7;7;7;7;7;6;7;1;1;5;5;5;2;1;-1;6;5;1;5;5;7;7;5;5;2;7;4;6;2;2;6;5;6;6;5;3;7;1;4;7;5;5;4;4;3;6;7;7;5;5;6;7;2;2;7;5;5;7;5;1;7;7;7;4;6;4;5;1;1;3;5;6;7;6;5;6;5;5;5;5;5;1;1;1;1;1
1;91;1970;1;3;3;1;-1;10;2;0;8;1;5;2;2;2;5;7;6;7;6;6;6;6;7;5;7;5;6;7;7;6;6;6;6;7;5;6;5;3;1;5;5;7;7;7;7;4;5;5;6;6;7;7;6;6;1;1;5;5;5;3;1;7;1;5;3;5;4;6;6;5;5;4;7;6;6;2;1;6;7;7;6;6;3;7;1;2;6;5;5;7;5;3;6;6;5;4;5;2;6;2;2;7;5;5;7;5;1;7;7;7;6;5;2;7;1;1;5;3;7;7;7;5;5;7;5;5;5;4;1;1;1;1;1
1;92;1969;1;4;-1;1;0;10;2;0;5;1;4;1;0;1;4;6;5;5;7;6;5;7;6;4;5;5;4;6;5;4;5;5;5;4;6;4;3;2;1;5;7;6;6;5;3;4;5;5;5;7;6;7;5;6;2;1;6;4;7;4;1;7;1;4;3;7;5;7;7;6;4;3;7;5;7;1;1;6;7;7;5;7;4;6;1;1;7;3;5;6;5;4;7;5;4;5;7;6;7;2;1;6;4;5;7;4;1;7;6;7;7;-1;6;2;1;2;4;2;6;7;6;5;3;7;6;5;4;3;1;1;2;1;1
1;93;1954;3;0;4;0;1;15;2;0;8;1;4;1;0;1;6;7;7;7;7;5;7;6;6;6;6;5;6;6;6;4;5;5;4;7;6;5;5;6;6;6;5;6;5;6;5;5;4;4;2;2;2;2;6;5;1;1;5;5;5;1;1;6;1;1;1;1;6;5;6;5;5;4;6;3;5;3;1;5;3;5;5;3;3;7;1;1;5;5;4;6;5;1;7;6;6;5;2;6;6;5;2;6;5;4;4;3;1;5;4;5;7;1;6;5;3;2;4;6;6;6;6;6;6;7;5;5;5;5;1;1;1;1;1
1;95;1973;3;1;5;1;0;6;2;0;8;1;0;1;1;2;6;5;5;5;5;5;5;6;6;6;5;5;6;4;5;5;6;5;5;6;4;4;6;1;1;6;5;5;5;6;5;5;6;7;7;6;6;7;6;6;5;1;6;5;6;6;5;5;4;2;5;5;5;7;7;5;4;4;7;5;7;2;1;5;1;5;5;5;2;7;1;6;6;6;5;5;5;2;5;3;5;6;5;6;7;3;5;5;6;5;6;5;4;6;2;7;3;6;3;5;3;6;3;4;7;7;6;5;6;4;5;5;6;4;2;2;2;2;2
1;97;1959;2;1;6;0;2;25;2;0;10;2;2;1;0;1;4;5;5;5;4;3;4;5;4;5;5;6;6;5;5;5;5;6;6;6;6;6;4;6;6;5;4;5;4;5;2;6;5;3;6;4;2;3;2;4;1;2;6;1;4;1;4;2;2;6;1;1;6;6;6;1;6;1;6;6;6;2;2;6;5;5;6;2;2;6;6;2;6;6;6;6;2;2;3;6;6;6;2;6;6;6;2;6;6;6;6;2;2;5;5;6;2;2;6;6;6;2;2;6;6;5;4;4;4;3;2;2;3;3;4;4;4;4;4
1;99;1954;3;2;4;1;0;3;1;0;3;1;0;1;3;2;6;6;7;7;7;7;7;6;6;6;7;7;7;7;7;7;6;6;6;7;6;6;7;5;6;7;6;6;6;6;6;6;7;6;5;6;7;6;6;6;4;6;6;7;-1;6;6;5;4;7;1;7;3;7;7;7;6;4;4;6;6;2;2;4;4;4;4;6;4;5;3;6;6;6;6;4;4;1;5;4;6;4;5;1;6;5;5;6;6;6;6;6;2;5;5;5;2;3;6;6;1;7;6;6;6;7;7;7;7;5;5;6;6;5;3;2;2;1;1
1;101;1956;3;0;5;1;0;25;2;0;14;2;6;2;0;1;3;5;6;3;2;7;3;5;3;6;4;6;5;6;3;2;4;6;6;7;4;6;6;4;7;4;2;2;6;6;6;7;7;3;2;2;2;3;5;4;2;4;6;3;6;5;2;3;4;4;2;5;4;3;5;5;4;5;-1;3;4;5;6;6;5;6;5;5;4;2;2;6;6;6;5;3;4;6;2;6;6;2;6;5;2;3;4;6;3;5;4;1;6;6;6;4;6;4;5;3;1;6;5;3;2;5;3;6;5;5;3;5;5;5;5;3;3;5;4
1;103;1979;1;0;4;1;0;5;2;0;8;1;1;1;3;2;2;5;5;6;2;5;5;6;6;6;6;7;7;7;7;7;4;4;5;5;5;5;7;7;6;6;6;6;4;7;4;4;4;4;4;4;1;2;1;1;2;2;1;1;3;2;2;7;1;1;1;1;1;1;1;4;3;1;5;3;7;5;7;6;4;7;5;1;7;1;3;4;5;5;3;5;3;4;4;4;3;4;2;2;4;3;4;2;3;3;4;4;6;7;3;2;7;2;2;7;1;2;6;7;7;7;7;7;6;6;7;7;7;7;1;1;1;1;1
1;104;1946;3;6;2;0;3;35;2;0;14;2;1;1;3;2;3;3;3;5;3;5;3;5;3;5;4;6;7;7;7;7;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;7;7;7;7;7;3;6;6;6;6;2;2;2;5;2;2;2;5;5;5;5;2;6;2;6;5;6;7;5;2;7;-1;7;7;1;1;6;6;7;6;6;7;7;-1;2;2;2;2;7;1;1;7;7;7;7;7;7;7;2;2;6;1;2;5;3;1;6;6;6;7;7;7;7;7;7;7;6;6;2;2;2;2;2
1;105;1974;1;0;7;1;0;10;2;0;6;1;0;1;1;2;5;5;5;5;6;5;5;5;4;4;4;6;6;6;6;6;7;7;6;7;1;4;1;1;7;7;6;6;6;7;7;7;6;6;6;1;1;6;6;4;4;6;5;1;4;4;4;4;4;4;1;4;4;4;6;1;4;4;7;1;7;7;4;7;7;4;7;1;4;4;1;1;7;4;4;7;7;3;5;4;2;4;4;4;4;1;2;4;4;4;6;6;1;6;4;4;1;4;4;6;4;4;6;6;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4
1;108;1972;3;2;4;1;0;6;2;0;11;2;4;1;0;1;6;6;6;5;5;5;5;5;5;5;5;6;5;4;4;5;2;2;2;6;3;3;3;1;5;5;5;4;3;1;1;4;4;1;1;1;1;1;3;6;1;1;6;3;5;1;1;4;1;1;1;3;6;5;5;1;5;1;5;7;5;7;1;6;1;7;6;1;1;7;1;4;4;4;5;7;5;2;6;1;5;5;3;3;6;3;3;7;5;5;5;5;1;6;2;5;6;2;2;5;3;3;6;6;6;6;6;6;6;6;4;5;4;5;1;3;3;3;3
1;109;1972;3;2;5;1;0;12;2;0;10;2;20;2;1;2;3;6;3;6;3;5;3;4;4;6;4;4;7;6;6;6;6;7;4;6;6;6;6;3;6;6;6;6;6;5;6;6;6;5;6;4;6;6;4;4;4;3;3;6;4;4;5;3;3;4;3;3;3;3;6;5;3;5;3;2;4;7;4;7;7;4;6;2;2;5;3;6;6;3;3;4;6;3;6;6;2;4;1;2;4;3;5;1;3;3;6;3;2;6;5;2;3;2;3;4;4;6;2;2;4;4;2;3;5;5;2;4;3;4;5;5;3;3;3
1;111;1959;3;2;5;1;0;13;2;0;12;2;4;1;1;2;5;5;4;5;5;6;6;6;5;5;6;4;4;5;4;4;3;3;4;4;4;5;4;4;6;6;4;4;4;3;5;5;5;3;4;2;4;5;4;5;3;3;5;3;5;3;3;6;2;3;3;3;5;4;6;3;3;3;6;4;6;4;2;6;4;3;7;3;4;5;3;3;6;4;4;5;4;2;6;4;3;6;4;4;6;2;2;6;6;4;4;5;3;4;3;3;5;2;4;4;3;3;4;6;6;6;6;6;6;6;4;4;4;5;1;2;1;1;1
1;112;1955;3;1;5;1;0;1;1;0;12;2;5;2;3;2;4;4;4;4;4;5;4;5;5;5;5;6;6;5;4;4;6;6;6;6;6;5;4;4;6;6;4;6;6;4;5;7;6;5;6;4;6;6;5;6;3;1;6;1;4;1;1;6;1;3;1;1;7;7;7;2;7;1;6;6;6;6;2;7;7;7;7;6;2;5;1;1;5;7;6;7;6;2;6;6;4;5;6;3;6;1;2;6;5;6;6;6;1;7;6;7;7;6;5;5;2;2;7;7;7;7;7;7;6;7;4;7;6;6;1;1;1;1;1
1;113;1980;2;1;6;1;0;5;2;0;9;2;20;2;1;2;5;5;5;5;4;4;5;5;4;4;5;1;2;2;2;5;3;4;1;5;1;2;2;2;3;6;2;2;3;5;1;4;2;1;1;1;2;6;5;5;4;5;6;4;4;5;6;4;5;5;4;5;5;6;6;4;6;5;4;2;6;3;6;4;4;3;5;6;4;2;5;6;5;4;6;3;6;6;5;4;4;5;4;5;5;6;4;5;6;6;5;4;5;5;4;6;4;4;5;6;6;5;4;6;5;5;4;3;4;5;4;4;5;4;3;2;3;2;2
1;117;1972;3;2;5;0;1;5;2;0;12;2;4;1;0;1;4;4;3;4;5;4;5;5;4;4;4;6;6;5;6;5;4;5;4;5;3;4;4;2;2;2;4;5;4;3;6;3;3;2;4;4;2;2;2;5;2;2;5;2;5;3;2;6;1;3;2;5;2;4;6;3;6;1;7;7;6;5;1;6;3;5;7;4;5;6;1;1;6;4;1;4;6;2;5;4;2;6;2;4;6;1;2;5;5;1;7;7;1;6;4;4;7;2;1;7;2;2;6;6;6;6;4;5;4;5;4;5;3;5;3;6;6;6;6
1;118;1955;3;2;6;1;0;28;2;0;13;2;6;2;2;2;3;6;3;5;6;4;3;4;4;6;5;7;4;5;5;5;2;4;5;5;5;4;3;1;5;5;3;3;4;5;6;6;3;6;5;1;5;6;4;5;1;1;4;5;5;2;2;3;3;3;1;1;3;3;5;3;3;1;3;4;3;5;6;3;6;6;5;4;4;5;5;4;5;4;5;2;3;5;4;2;4;4;3;5;2;7;5;6;4;5;3;3;6;1;4;3;5;3;3;2;5;4;4;1;4;7;7;5;4;5;2;5;6;6;3;2;1;1;1
1;119;1965;3;3;6;0;-1;14;2;0;11;2;4;1;1;2;3;5;3;5;4;5;4;5;4;4;4;6;6;7;4;6;6;6;7;3;4;5;5;2;6;4;1;4;4;2;5;4;6;2;1;1;3;6;2;6;1;1;6;2;7;1;1;7;1;1;1;1;6;6;7;2;6;2;-1;6;7;6;1;7;2;5;6;5;5;7;1;2;6;6;6;6;6;1;7;4;6;7;6;6;7;1;2;6;6;6;6;6;1;6;2;6;6;4;7;6;2;2;6;6;6;6;6;6;6;6;6;6;4;6;1;1;1;1;1
1;126;1956;3;2;4;1;-1;6;2;0;6;1;6;2;2;2;5;6;3;5;5;3;-1;7;4;3;6;3;4;2;6;5;4;3;4;4;3;7;7;5;7;7;4;5;5;4;1;4;4;3;6;7;7;5;3;4;6;4;3;3;5;6;5;5;5;4;-1;6;7;6;3;3;6;7;6;5;5;2;5;5;5;3;7;6;5;2;5;2;3;6;4;5;3;3;6;7;4;6;-1;1;1;5;1;2;6;4;7;4;5;1;6;4;1;2;4;1;5;3;2;1;5;3;6;7;6;6;6;5;2;5;5;4;4;5;7
1;127;1946;3;0;3;1;-1;20;2;0;6;1;6;2;2;2;5;5;5;5;5;6;5;6;5;5;6;4;6;6;6;6;4;4;5;7;7;6;7;7;6;6;7;7;7;5;6;6;6;5;6;5;6;6;5;5;3;2;6;7;7;7;7;2;4;6;2;6;5;5;6;5;5;5;5;2;6;3;3;7;7;7;4;1;3;4;3;4;6;4;4;5;5;2;7;6;6;5;1;4;5;5;3;4;4;4;6;5;1;6;4;5;3;1;5;5;2;7;3;5;5;5;5;4;4;6;4;5;5;5;5;5;5;3;2
1;132;1952;3;3;6;1;-1;32;2;0;11;2;3;1;1;2;3;6;5;6;3;6;4;6;6;6;5;7;7;7;5;6;7;6;6;4;6;5;3;1;2;6;6;5;4;2;6;4;3;5;5;3;5;5;1;4;1;2;5;1;6;4;1;7;1;1;7;5;4;5;4;5;5;1;3;5;6;3;7;1;6;6;6;5;3;7;1;1;7;1;7;3;6;7;1;6;7;6;6;5;6;2;1;7;2;7;7;1;7;1;4;1;2;7;7;6;1;1;7;7;7;7;4;6;6;6;6;6;3;1;1;1;1;1;1
1;133;1966;1;-1;1;1;-1;4;2;0;4;1;5;2;-1;-1;3;5;2;4;2;5;3;4;2;4;3;1;4;3;6;4;5;4;-1;3;5;4;2;5;3;4;2;5;3;4;6;3;2;4;4;3;5;3;5;2;2;1;4;-1;3;4;5;3;-1;2;1;5;4;3;2;6;3;2;6;4;3;4;3;3;6;4;5;2;2;2;1;4;4;6;2;1;4;1;3;5;3;5;4;5;3;5;5;5;6;2;3;5;2;3;4;5;5;3;3;1;5;4;5;5;2;5;3;4;6;3;5;2;4;5;3;5;3;2;3
1;135;1957;3;3;6;1;-1;27;2;0;10;2;2;1;2;2;3;4;2;5;3;4;3;5;4;5;4;5;6;5;4;5;4;4;4;4;2;4;6;2;6;6;3;2;4;1;6;5;6;4;6;2;2;2;2;5;1;1;5;2;6;1;1;5;1;4;1;2;4;4;6;6;6;2;4;5;6;7;1;4;6;6;4;3;4;6;2;5;6;3;4;5;6;2;3;4;-1;2;2;7;6;5;4;6;3;4;6;6;4;3;2;2;5;2;4;6;1;5;6;6;6;6;6;5;6;6;4;4;5;3;1;1;1;1;1
1;136;1970;3;0;4;0;2;8;2;0;12;2;12;2;2;2;4;6;5;6;3;4;5;6;5;6;5;6;5;5;4;3;5;4;5;6;3;5;6;2;5;6;6;5;5;2;4;4;5;4;5;5;5;5;4;4;1;2;5;1;6;1;5;6;1;1;1;5;5;6;6;3;3;6;7;6;6;1;1;6;2;7;6;6;2;7;1;1;1;5;7;7;6;2;5;2;4;4;6;2;6;1;1;4;6;7;3;7;1;7;5;5;7;6;1;7;1;1;2;-1;7;7;6;7;7;7;3;2;5;4;1;1;1;1;1
1;137;1948;3;1;6;1;-1;30;2;1;10;2;5;2;1;2;4;5;3;5;3;5;5;5;5;5;5;6;4;6;5;6;2;4;5;5;5;3;4;2;5;6;3;6;4;2;5;3;2;3;2;4;3;3;2;6;1;4;4;4;6;1;1;6;2;1;1;3;4;5;6;2;5;1;6;6;5;6;2;6;6;6;5;5;2;6;2;2;6;6;6;6;6;3;7;5;4;6;5;3;5;2;3;6;5;6;6;6;1;6;6;4;6;5;2;6;2;3;6;6;5;6;4;6;6;6;2;4;3;2;3;2;1;1;1
